First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview
David,Elliott,christina98@gmail.com,Brazil,2023-05-09,12.0,Senior,Social Media Community Management,5,8.0
James,West,lewiscaroline@yahoo.com,Colombia,2022-06-26,14.0,Senior,Java Backend,0,
Sarah,Arnold,johnsonbrian@yahoo.com,Spain,2021-06-05,18.0,Senior,Data Engineer,5,9.0
Brenda,Parker,victoriaclay@yahoo.com,India,2022-01-04,16.0,Mid-Level,QA Manual,6,10.0
Mary,Walters,comptonpeter@yahoo.com,Mexico,2024-05-04,12.0,Lead,Java Backend,3,
Tammy,Johnson,kendra39@hotmail.com,Spain,2021-03-31,1.0,Intern,Client Success,7,10.0
Amy,Grant,brittany88@hotmail.com,India,2022-11-01,17.0,Senior,Data Engineer,9,1.0
Ryan,Webb,michaelross@yahoo.com,Germany,2024-02-14,10.0,Senior,Python Developer,2,6.0
Glenn,Meyer,stephen55@gmail.com,Colombia,2025-05-11,4.0,Senior,QA Manual,6,0.0
Sarah,Wilson,prestonalexandra@yahoo.com,Spain,2024-10-20,3.0,Intern,Mulesoft,6,0.0
Anna,Perez,samanthajuarez@yahoo.com,India,2023-10-19,1.0,Junior,Social Media Community Management,3,10.0
Candice,Steele,ryanmcdonald@hotmail.com,India,2021-10-22,15.0,Lead,Java Backend,0,5.0
Morgan,Jones,robertslisa@hotmail.com,Argentina,2023-10-13,6.0,Intern,Client Success,9,
John,Acevedo,bdiaz@hotmail.com,Ecuador,2025-08-29,7.0,Manager,Development - CMS Backend,9,1.0
Ryan,Gibbs,coxtimothy@gmail.com,Germany,2023-03-02,7.0,Trainee,Python Developer,5,8.0
Austin,Hall,pamela27@gmail.com,USA,2024-08-01,1.0,Junior,React Frontend,9,6.0
Deborah,Price,barbarajones@yahoo.com,UK,2023-08-21,14.0,Mid-Level,Client Success,100,6.0
Matthew,Miller,sherrijones@yahoo.com,Canada,2023-12-20,4.0,Intern,Sales,2,9.0
Michael,Greene,kelly15@hotmail.com,Canada,2021-09-24,18.0,Lead,Python Developer,4,4.0
Michael,Rodgers,brittany47@hotmail.com,Canada,2023-12-05,9.0,Trainee,Sales,7,4.0
Timothy,Wong,urasmussen@yahoo.com,France,2023-11-09,8.0,Lead,Java Backend,6,2.0
Kathleen,Gregory,cynthia97@hotmail.com,Australia,2023-09-19,19.0,Lead,Python Developer,1,7.0
Brenda,King,watkinsjohn@gmail.com,India,2023-11-25,7.0,Junior,Adobe Experience Manager,3,10.0
Karina,Strong,ashley25@hotmail.com,Australia,2022-10-27,4.0,Manager,React Frontend,6,9.0
Heather,Guzman,avelazquez@gmail.com,Australia,2023-07-15,18.0,Lead,Client Success,10,3.0
Michael,Lee,robinsonedward@gmail.com,Canada,2025-03-04,12.0,,Sales,8,10.0
Michelle,Ross,jacobmartinez@yahoo.com,Argentina,2023-09-07,13.0,Mid-Level,QA Manual,6,1.0
James,Martinez,bobby79@hotmail.com,Colombia,2021-03-21,7.0,Intern,Adobe Experience Manager,100,0.0
Natalie,Pratt,taylorheather@gmail.com,Argentina,2023-04-23,15.0,Trainee,Python Developer,9,3.0
John,Coleman,samantha43@gmail.com,Ecuador,2024-07-27,4.0,Mid-Level,Adobe Experience Manager,8,1.0
Matthew,Washington,clarkkathryn@gmail.com,Canada,2023-02-02,0.0,Senior,Client Success,10,9.0
Carl,Green,edgar29@gmail.com,USA,2025-04-16,18.0,Junior,Mulesoft,0,5.0
Tiffany,Weeks,frank96@hotmail.com,Spain,2023-12-20,18.0,,React Frontend,2,10.0
Shawn,Mcdonald,jennifer15@gmail.com,Germany,2025-10-10,16.0,Senior,Client Success,5,10.0
James,Jones,jenniferbaker@yahoo.com,Colombia,2022-03-24,20.0,Intern,Java Backend,7,9.0
Kathy,Fowler,mooredonald@hotmail.com,Australia,2022-08-23,9.0,Lead,Data Engineer,10,10.0
John,Adams,david25@gmail.com,Ecuador,2024-04-02,4.0,Junior,Python Developer,6,9.0
Miranda,Hardin,danielle50@hotmail.com,Argentina,2025-11-29,6.0,Manager,Java Backend,5,6.0
Alyssa,Garcia,kchen@gmail.com,France,2024-09-10,15.0,Intern,Client Success,3,7.0
Andrew,Leon,mmanning@hotmail.com,USA,2024-04-09,2.0,Trainee,Sales,7,0.0
Carl,Williams,phillipsnicholas@yahoo.com,USA,2022-11-02,11.0,Intern,React Frontend,9,10.0
Victoria,Briggs,robertroberts@gmail.com,Spain,2021-05-11,13.0,Trainee,Mulesoft,3,8.0
Rodney,Taylor,ariana37@gmail.com,Germany,2024-10-26,19.0,Intern,Development - CMS Backend,5,8.0
Erik,Bowen,bromero@gmail.com,Colombia,2023-07-21,0.0,Trainee,Client Success,2,
James,Wright,thompsonjames@gmail.com,Colombia,2024-06-23,6.0,Junior,Adobe Experience Manager,6,0.0
Joseph,Dennis,xdunn@yahoo.com,Ecuador,2025-02-25,17.0,Trainee,Java Backend,5,7.0
Kathryn,Duncan,ijackson@hotmail.com,Australia,2024-02-27,3.0,Senior,Adobe Experience Manager,6,2.0
Randy,Sanchez,,Germany,2024-01-13,15.0,,Data Engineer,4,0.0
Felicia,Frank,xgill@gmail.com,UK,2024-08-24,10.0,Trainee,Python Developer,4,2.0
Chase,Hunter,foxcraig@hotmail.com,Brazil,2022-03-23,17.0,Senior,Adobe Experience Manager,1,1.0
Edgar,Sanders,simpsonjohn@gmail.com,Brazil,2022-10-08,-5.0,Mid-Level,Client Success,5,9.0
Holly,Singleton,aroth@yahoo.com,Australia,2021-03-10,6.0,Trainee,Data Engineer,0,6.0
Ruth,Brown,lguzman@yahoo.com,Argentina,2021-06-04,20.0,Intern,DevOps,6,5.0
Kayla,Valdez,robersontimothy@yahoo.com,Mexico,2024-11-23,2.0,Lead,Client Success,2,8.0
John,Edwards,kennethgreene@hotmail.com,Ecuador,2025-11-01,4.0,,Sales,1,10.0
Lisa,Brown,martinezsean@hotmail.com,Mexico,2024-02-03,17.0,Intern,Adobe Experience Manager,10,1.0
David,Lamb,wramsey@hotmail.com,Brazil,2024-08-22,16.0,Trainee,Sales,6,10.0
Emily,Adams,nwhitaker@hotmail.com,UK,2025-01-21,0.0,Junior,Mulesoft,8,7.0
Jose,Lee,annabriggs@yahoo.com,Ecuador,2025-08-04,,Junior,Data Engineer,0,2.0
Natasha,Chapman,onealamber@gmail.com,Argentina,2021-04-01,14.0,Lead,DevOps,5,4.0
Shannon,Thomas,benjaminsmith@hotmail.com,Germany,2026-01-16,12.0,Intern,Adobe Experience Manager,7,10.0
Judith,Calderon,oliviaproctor@hotmail.com,Australia,2025-03-31,6.0,Trainee,Social Media Community Management,1,8.0
William,Santiago,kingsteven@yahoo.com,France,2022-11-20,2.0,Lead,Development - CMS Backend,4,8.0
Tina,Rhodes,jeremyfranco@gmail.com,Spain,2021-06-28,12.0,Lead,Python Developer,3,0.0
Aaron,Morgan,riveralisa@yahoo.com,USA,2025-02-22,15.0,Mid-Level,Social Media Community Management,9,1.0
Joseph,Obrien,mejiakimberly@gmail.com,Ecuador,2022-03-19,0.0,Lead,Python Developer,2,5.0
Hannah,Silva,jacobgentry@yahoo.com,UK,2022-02-11,0.0,Lead,Mulesoft,9,0.0
Gary,Lopez,wendy99@hotmail.com,Colombia,2021-04-27,15.0,Junior,Java Backend,7,1.0
Jennifer,Hickman,joseph50@gmail.com,Australia,2022-11-21,1.0,Manager,DevOps,1,9.0
Charles,Clark,thomasgonzales@gmail.com,USA,2022-08-11,,Junior,Data Engineer,0,7.0
Angela,Quinn,sextonpeter@hotmail.com,India,2025-09-23,20.0,Trainee,DevOps,0,5.0
Joseph,Owens,monicahill@hotmail.com,Ecuador,2023-11-06,17.0,Senior,QA Manual,9,9.0
Kim,Kelly,nelsonlori@hotmail.com,Mexico,2024-02-20,4.0,Mid-Level,Data Engineer,4,0.0
Angela,White,phill@hotmail.com,India,2024-04-25,4.0,Junior,Data Engineer,8,2.0
Nichole,Sharp,michael42@yahoo.com,Argentina,2024-02-16,7.0,Trainee,Sales,3,5.0
Dominique,Walls,julie04@gmail.com,UK,2025-02-08,8.0,Manager,Java Backend,6,0.0
John,Shields,kimberly35@gmail.com,Ecuador,2025-11-13,13.0,Manager,React Frontend,1,6.0
Kayla,Bailey,rthompson@hotmail.com,Australia,2023-09-17,12.0,Mid-Level,Development - CMS Backend,2,5.0
Stacy,Howard,craigtammy@yahoo.com,Spain,2023-12-18,17.0,Mid-Level,Sales,9,5.0
Angela,Small,sean85@gmail.com,India,2024-12-28,3.0,Manager,QA Manual,10,9.0
Kathy,Reed,scottsherry@gmail.com,Australia,2023-04-22,17.0,Mid-Level,React Frontend,8,7.0
Michelle,Gross,donaldelliott@hotmail.com,Argentina,2021-09-28,19.0,Trainee,Social Media Community Management,4,0.0
Jessica,Mcfarland,cookryan@gmail.com,Australia,2025-04-01,14.0,Manager,Python Developer,5,0.0
Jessica,Martinez,conwayjeremy@hotmail.com,Australia,2022-07-03,6.0,Intern,Mulesoft,2,6.0
David,Thomas,charlesdakota@hotmail.com,Brazil,2022-12-30,12.0,Intern,React Frontend,5,10.0
Derek,Schneider,scottcollins@gmail.com,Brazil,2021-03-14,1.0,,Adobe Experience Manager,10,0.0
Richard,Deleon,scampbell@hotmail.com,Germany,2022-12-23,8.0,Trainee,Social Media Community Management,10,8.0
Daniel,Campbell,amanda14@hotmail.com,Brazil,2021-10-09,4.0,Junior,Python Developer,9,9.0
Karen,Ochoa,llevy@yahoo.com,Australia,2024-07-26,,Trainee,Development - CMS Backend,7,5.0
Carolyn,Fisher,nancy78@hotmail.com,India,2026-01-12,18.0,Mid-Level,Development - CMS Backend,9,1.0
Alan,Kelly,wilsonandrew@yahoo.com,USA,2022-09-11,19.0,Mid-Level,Mulesoft,0,5.0
Alexis,Gomez,tmitchell@hotmail.com,USA,2022-07-05,18.0,Mid-Level,DevOps,9,5.0
Melissa,Dunlap,sharprobin@hotmail.com,Argentina,2026-01-03,12.0,Manager,Python Developer,7,
Mario,Schmidt,kimberlypeterson@hotmail.com,Canada,2021-03-19,5.0,Senior,Python Developer,7,5.0
Amber,Perez,nhill@yahoo.com,India,2023-03-20,9.0,Junior,QA Manual,6,4.0
Brittany,James,jlarsen@yahoo.com,India,2022-09-27,10.0,Mid-Level,Python Developer,3,6.0
Monique,Meza,jillianlarson@hotmail.com,Argentina,2022-09-18,15.0,Manager,DevOps,0,10.0
Mark,Steele,cruzselena@yahoo.com,Canada,2021-08-23,0.0,Lead,DevOps,9,8.0
Destiny,Williams,bernard48@hotmail.com,UK,2022-08-19,18.0,Intern,Python Developer,1,8.0
Veronica,Rodriguez,lisa56@yahoo.com,Spain,2024-10-02,4.0,Intern,Development - CMS Backend,9,7.0
Bobby,Miranda,lisa33@gmail.com,USA,2021-03-01,5.0,Trainee,React Frontend,2,2.0
David,Jones,ljohnson@yahoo.com,Brazil,2024-07-17,5.0,Intern,Mulesoft,4,4.0
Allen,Rodriguez,savannah79@hotmail.com,USA,2025-07-22,,Intern,Sales,2,2.0
Jay,Morales,montgomerycatherine@yahoo.com,Colombia,2025-06-11,5.0,,Sales,7,
Jennifer,Strong,charlesharris@yahoo.com,Australia,2023-08-09,12.0,Manager,Data Engineer,5,0.0
Anthony,Smith,christophersimmons@yahoo.com,USA,2023-01-03,0.0,Intern,React Frontend,2,0.0
Virginia,Ingram,uyoung@gmail.com,Spain,2025-10-11,0.0,Trainee,Development - CMS Backend,1,10.0
Angela,Wilson,laurajacobs@hotmail.com,India,2024-12-02,13.0,Intern,Development - CMS Backend,2,9.0
Joyce,Murphy,ryancannon@yahoo.com,Australia,2023-03-24,7.0,Mid-Level,Client Success,1,10.0
Heather,Gomez,katie16@gmail.com,Australia,2023-03-26,8.0,Mid-Level,DevOps,2,4.0
Patricia,Jackson,bauerbrandon@yahoo.com,Argentina,2025-05-11,9.0,Junior,Adobe Experience Manager,8,4.0
Matthew,Williams,cbrown@yahoo.com,Canada,2023-06-27,5.0,Intern,Social Media Community Management,0,6.0
Tina,Burton,,Spain,2021-10-13,8.0,Lead,Development - CMS Backend,100,8.0
Jennifer,Evans,dawn89@gmail.com,Australia,2023-09-27,17.0,Mid-Level,Social Media Community Management,6,6.0
Matthew,Taylor,sarah71@gmail.com,Canada,2024-12-30,14.0,Intern,Client Success,1,6.0
Darlene,Caldwell,smitchell@yahoo.com,UK,2022-10-08,3.0,Lead,React Frontend,2,10.0
Jennifer,Johnson,rebeccarichard@gmail.com,Australia,2021-10-17,1.0,Intern,Development - CMS Backend,5,10.0
Diane,Snyder,johnarmstrong@gmail.com,UK,2023-11-03,,Senior,Python Developer,1,8.0
Lisa,Ball,ruizpeter@hotmail.com,Mexico,2023-08-14,16.0,Trainee,Data Engineer,0,7.0
Brittany,Blake,huffmanjames@yahoo.com,India,2024-11-27,6.0,Trainee,Adobe Experience Manager,9,0.0
Benjamin,Garrison,ustewart@gmail.com,USA,2024-10-22,19.0,Manager,Development - CMS Backend,1,4.0
Jack,Cunningham,chasecharles@hotmail.com,Colombia,2025-01-03,14.0,,Java Backend,10,10.0
Daniel,Johnson,bbrown@hotmail.com,Brazil,2023-04-17,20.0,Intern,Client Success,3,1.0
Joe,Williams,ymcdaniel@gmail.com,Ecuador,2025-10-05,1.0,Intern,DevOps,4,9.0
Casey,Charles,,USA,2026-02-04,20.0,Trainee,Client Success,0,9.0
Robert,Turner,warnerdavid@hotmail.com,Germany,2023-07-06,11.0,Mid-Level,Sales,3,2.0
Robert,Bryant,luisdennis@gmail.com,Germany,2025-06-28,9.0,Senior,Client Success,4,10.0
Kevin,Diaz,brian20@hotmail.com,Ecuador,2021-10-09,16.0,Mid-Level,Development - CMS Backend,3,1.0
Andrew,Phillips,davidmcbride@yahoo.com,USA,2025-12-27,17.0,Mid-Level,Sales,1,9.0
Derrick,Kirk,ftucker@hotmail.com,Brazil,2025-05-29,,Trainee,Development - CMS Backend,0,3.0
Dana,Brown,johnstonheather@yahoo.com,UK,2025-10-12,,Intern,Python Developer,3,0.0
Eugene,Long,derekhawkins@yahoo.com,Colombia,2025-07-06,7.0,Mid-Level,Java Backend,1,5.0
Stephanie,Sullivan,hpatel@hotmail.com,Spain,2025-12-24,20.0,Mid-Level,Data Engineer,9,9.0
Kelly,Hill,vickiecurry@gmail.com,Ecuador,2023-06-24,12.0,Junior,DevOps,8,9.0
Russell,Frank,leslie10@yahoo.com,Germany,2022-05-05,15.0,Trainee,Development - CMS Backend,3,7.0
Shane,Hernandez,feliciaayers@hotmail.com,Germany,2023-09-26,7.0,Junior,Data Engineer,2,6.0
Robert,Michael,reidmargaret@hotmail.com,Germany,2021-11-27,11.0,Manager,DevOps,6,0.0
Jonathan,Barnes,jessica27@yahoo.com,Ecuador,2024-11-03,,Mid-Level,Sales,10,9.0
William,Mcknight,taylorelizabeth@hotmail.com,France,2024-07-05,15.0,Manager,Mulesoft,2,4.0
Edward,Mccarty,sarahhood@hotmail.com,Brazil,2022-12-05,8.0,,Sales,9,0.0
Gina,Taylor,kenneth86@yahoo.com,UK,2024-02-04,18.0,Intern,DevOps,7,8.0
Jessica,Velez,,Australia,2021-07-03,16.0,Manager,QA Manual,4,9.0
Ashlee,Martin,,India,2026-02-10,7.0,Junior,DevOps,3,7.0
Michelle,Martin,sgay@hotmail.com,Argentina,2023-09-29,11.0,,Data Engineer,0,4.0
Randy,Villarreal,amandastewart@gmail.com,Germany,2021-05-31,8.0,Manager,Client Success,4,
Eric,Watson,michaeljohnson@yahoo.com,Colombia,2021-03-15,5.0,Mid-Level,Client Success,8,9.0
Stephen,White,karen00@yahoo.com,Germany,2021-05-22,9.0,Junior,Sales,7,3.0
Lindsey,Bridges,albertmiller@yahoo.com,Mexico,2025-09-12,8.0,Trainee,Java Backend,3,3.0
Christy,Nichols,byrdtracy@gmail.com,UK,2021-03-19,3.0,Senior,QA Manual,8,10.0
Madison,Hernandez,kingjohn@gmail.com,Mexico,2021-12-15,10.0,Junior,Python Developer,6,8.0
Krista,Grant,wendyhill@gmail.com,Mexico,2021-06-16,20.0,,Data Engineer,1,0.0
Joseph,Dean,jessicahouse@hotmail.com,Ecuador,2022-06-16,5.0,Lead,Social Media Community Management,10,9.0
Rachel,Patterson,kscott@hotmail.com,Argentina,2024-08-04,17.0,Mid-Level,DevOps,6,2.0
Jennifer,Hodges,gravesbradley@hotmail.com,Australia,2022-12-23,3.0,Trainee,Client Success,3,9.0
Carol,Rasmussen,kim63@gmail.com,India,2021-08-31,11.0,Manager,Mulesoft,4,4.0
Melanie,Hurst,gcontreras@yahoo.com,Argentina,2023-11-17,,Manager,Adobe Experience Manager,0,3.0
Paul,Bauer,pharris@yahoo.com,Germany,2021-04-19,14.0,Trainee,React Frontend,10,0.0
Michelle,Cook,davidglenn@gmail.com,Argentina,2025-03-27,8.0,Mid-Level,Sales,3,10.0
Edgar,Wells,rowen@gmail.com,Brazil,2023-02-22,5.0,Senior,DevOps,1,6.0
John,Rollins,gmcintosh@yahoo.com,Ecuador,2022-05-25,10.0,Manager,DevOps,8,7.0
Christian,Harvey,,Brazil,2023-01-29,6.0,Lead,React Frontend,7,2.0
Megan,Conley,omccarthy@yahoo.com,Mexico,2023-08-31,13.0,Trainee,React Frontend,2,6.0
Julie,Chapman,morenosusan@yahoo.com,Australia,2024-09-22,15.0,Lead,QA Manual,6,2.0
Mike,Copeland,john97@gmail.com,Canada,2021-05-15,14.0,Trainee,DevOps,6,9.0
Tanya,Henderson,ellen57@yahoo.com,Spain,2022-05-02,19.0,Mid-Level,Mulesoft,5,1.0
Michael,Wagner,,Canada,2024-08-31,8.0,Senior,Mulesoft,2,
Jennifer,Jacobs,whiteamanda@hotmail.com,Australia,2026-02-14,18.0,Lead,React Frontend,8,5.0
Monica,Hanna,,Argentina,2023-12-23,11.0,Manager,Client Success,8,5.0
Katherine,Ramirez,leonardbrian@gmail.com,Australia,2024-02-27,10.0,Junior,Mulesoft,5,6.0
Peter,Mills,rachel21@yahoo.com,Germany,2024-04-14,7.0,Senior,Data Engineer,2,8.0
Travis,Wang,simmonskeith@yahoo.com,France,2022-05-08,2.0,Trainee,Python Developer,3,4.0
Michelle,Simmons,bairdlogan@hotmail.com,Argentina,2023-03-15,18.0,Mid-Level,Java Backend,4,1.0
William,Ramirez,arthur59@yahoo.com,France,2023-06-11,2.0,Junior,Client Success,8,5.0
Colin,Reynolds,sabrinasantos@hotmail.com,Brazil,2025-06-15,99.0,Senior,Sales,2,10.0
Andrew,Edwards,hallmaria@gmail.com,USA,2021-10-26,5.0,Mid-Level,Mulesoft,8,2.0
Tina,Ingram,ptucker@yahoo.com,Spain,2022-10-08,10.0,,Data Engineer,100,8.0
Cindy,Cox,blloyd@yahoo.com,UK,2022-05-31,19.0,Mid-Level,DevOps,5,6.0
Melissa,Conrad,david20@gmail.com,Argentina,2021-03-26,13.0,Manager,Client Success,1,4.0
Kevin,Boyd,sarahchavez@hotmail.com,Ecuador,2026-02-08,1.0,Senior,Development - CMS Backend,1,3.0
Sara,Olson,zvang@gmail.com,Spain,2025-11-09,11.0,Senior,Development - CMS Backend,1,3.0
Ashley,Garcia,,India,2025-11-22,15.0,Intern,Java Backend,6,9.0
Karen,Martin,hgray@gmail.com,Australia,2024-03-02,2.0,Junior,Development - CMS Backend,10,4.0
Kelly,Holland,mendozachristopher@gmail.com,Ecuador,2024-06-18,20.0,Lead,Social Media Community Management,10,5.0
Craig,Ferrell,,Brazil,2024-05-27,15.0,Manager,QA Manual,5,6.0
Joseph,Estrada,patricia61@yahoo.com,Ecuador,2025-08-26,9.0,Lead,Sales,6,9.0
Benjamin,Gilmore,petersonkari@gmail.com,USA,2023-10-05,19.0,Manager,Java Backend,2,9.0
Paul,Wilson,weavergabriel@hotmail.com,Germany,2025-07-20,4.0,Intern,DevOps,3,8.0
Nancy,Garcia,sacevedo@hotmail.com,Argentina,2021-12-06,12.0,Intern,Mulesoft,10,3.0
Jasmine,Taylor,deannarodriguez@yahoo.com,Australia,2021-11-06,11.0,Intern,Java Backend,5,5.0
Anna,Little,fryjessica@gmail.com,India,2022-08-29,0.0,Lead,Python Developer,2,6.0
Marcus,Mullins,keithpatrick@hotmail.com,Canada,2025-09-11,-5.0,,Mulesoft,0,10.0
Laura,Wallace,ryan94@hotmail.com,Mexico,2021-06-12,10.0,Senior,Java Backend,5,8.0
David,Washington,williamwhite@gmail.com,Brazil,2022-04-06,18.0,Senior,Mulesoft,9,0.0
David,Espinoza,barroncharles@hotmail.com,Brazil,2022-08-02,-5.0,Trainee,Development - CMS Backend,10,7.0
Jeremy,Lang,tamarahogan@gmail.com,Colombia,2022-04-16,99.0,Trainee,Development - CMS Backend,9,10.0
Thomas,Carlson,chaneykatherine@yahoo.com,France,2025-12-06,15.0,Lead,Mulesoft,1,5.0
Dylan,Berger,riceandrew@hotmail.com,Brazil,2025-04-30,6.0,Manager,Java Backend,6,4.0
Joseph,Watson,tapiathomas@hotmail.com,Ecuador,2025-06-08,9.0,Mid-Level,QA Manual,4,2.0
Jessica,Becker,farleymatthew@gmail.com,Australia,2025-06-03,15.0,Lead,Adobe Experience Manager,0,2.0
Tina,Jones,sarahrowe@hotmail.com,Spain,2022-07-08,16.0,Intern,React Frontend,8,2.0
Samantha,Gallegos,kevin21@hotmail.com,Argentina,2024-12-27,6.0,Trainee,Sales,1,2.0
Paul,Thompson,christianruiz@hotmail.com,Germany,2021-10-21,10.0,Junior,Sales,1,5.0
Clifford,Alvarez,adammartinez@hotmail.com,Brazil,2025-12-15,16.0,Senior,Mulesoft,9,5.0
Jacob,Dodson,williamsbriana@gmail.com,Colombia,2023-06-06,4.0,Manager,Social Media Community Management,9,3.0
Corey,Middleton,jamesrodriguez@hotmail.com,Brazil,2021-06-03,0.0,Manager,DevOps,3,8.0
Jeff,Patterson,boyerchristine@hotmail.com,Colombia,2022-10-08,2.0,Senior,Python Developer,1,
Michelle,Burgess,hugheschristine@hotmail.com,Argentina,2021-05-24,15.0,Trainee,Data Engineer,9,10.0
Michael,Combs,wendypatterson@hotmail.com,Canada,2024-12-02,14.0,Trainee,Java Backend,5,4.0
Mary,Lucas,qharper@yahoo.com,Mexico,2023-11-30,3.0,Lead,Social Media Community Management,4,6.0
Kimberly,Calhoun,shawnchan@hotmail.com,Mexico,2021-11-26,11.0,Manager,React Frontend,100,4.0
Tracy,Walker,perrymatthew@hotmail.com,France,2021-07-24,0.0,Junior,Client Success,9,3.0
Luke,Smith,heathermueller@hotmail.com,Canada,2021-10-28,16.0,Intern,QA Manual,2,2.0
Randy,Cobb,xhall@hotmail.com,Germany,2023-05-27,,Trainee,Python Developer,1,8.0
William,Griffith,heather64@gmail.com,France,2025-02-19,19.0,Trainee,QA Manual,5,1.0
Alexander,Wilson,anna64@hotmail.com,USA,2024-05-20,19.0,Intern,Social Media Community Management,1,7.0
Marcus,Rice,melissa29@hotmail.com,Canada,2023-09-02,9.0,Senior,Mulesoft,10,3.0
William,Faulkner,william38@hotmail.com,France,2023-03-09,10.0,Manager,Adobe Experience Manager,3,7.0
Barbara,Rice,stephen95@hotmail.com,India,2024-01-28,17.0,Senior,Data Engineer,4,1.0
Larry,Smith,castrotamara@hotmail.com,Canada,2021-05-04,1.0,Intern,Adobe Experience Manager,10,6.0
Tamara,Edwards,emartin@hotmail.com,Spain,2021-03-18,5.0,Mid-Level,Sales,7,
April,Berg,heather96@hotmail.com,France,2022-02-07,15.0,Manager,Development - CMS Backend,0,10.0
Miguel,Wright,felicia60@hotmail.com,Canada,2025-11-06,6.0,Junior,Java Backend,6,4.0
Cynthia,Lee,william31@gmail.com,UK,2025-10-16,18.0,Junior,Data Engineer,5,3.0
Sara,Ellis,jose40@gmail.com,Spain,2024-11-09,11.0,Senior,React Frontend,2,1.0
Mary,Lowe,kristophergonzalez@yahoo.com,Mexico,2021-09-22,17.0,Lead,Client Success,9,7.0
Emma,Snyder,gonzalezdaniel@hotmail.com,UK,2022-06-13,9.0,Senior,Development - CMS Backend,9,7.0
Thomas,Robinson,joseph85@yahoo.com,France,2024-08-30,6.0,Junior,QA Manual,9,9.0
Alyssa,Moore,alexisreese@gmail.com,France,2023-11-26,3.0,Junior,Java Backend,0,6.0
Anne,Hill,carla32@gmail.com,India,2022-08-15,16.0,Junior,Client Success,1,5.0
Sarah,Griffin,beth96@hotmail.com,Spain,2024-10-22,16.0,Senior,Sales,0,
David,Wheeler,bonnie57@hotmail.com,Brazil,2024-01-17,3.0,,Social Media Community Management,2,6.0
George,Sanchez,wilsonnicholas@gmail.com,Colombia,2021-05-04,20.0,,Mulesoft,0,8.0
Ryan,Miller,bruce88@gmail.com,Germany,2026-01-21,4.0,Intern,Java Backend,9,7.0
Patrick,Curry,mossjohn@gmail.com,Canada,2024-06-11,0.0,Trainee,Data Engineer,4,5.0
Oscar,Thomas,zcox@gmail.com,Canada,2024-02-26,18.0,Intern,Sales,9,5.0
James,Sullivan,vcooley@gmail.com,Colombia,2021-03-09,10.0,Mid-Level,Adobe Experience Manager,5,9.0
Mitchell,Scott,,Canada,2021-07-05,0.0,Junior,Client Success,0,10.0
Rose,King,maureen06@hotmail.com,Argentina,2021-09-21,7.0,Junior,Adobe Experience Manager,0,1.0
Robert,Mitchell,hinesconnie@hotmail.com,Germany,2025-10-04,3.0,Mid-Level,React Frontend,3,7.0
Douglas,Morgan,smithrobert@gmail.com,Brazil,2021-07-31,14.0,,Java Backend,3,5.0
Stephen,Smith,bruce89@yahoo.com,Germany,2023-09-05,16.0,Intern,Python Developer,100,1.0
Haley,Owens,kaylamolina@hotmail.com,UK,2025-04-16,17.0,Senior,Java Backend,9,10.0
Dominic,Scott,johnsonjames@yahoo.com,Brazil,2022-01-19,2.0,Junior,Mulesoft,6,10.0
Robert,Berg,,Germany,2021-11-24,17.0,,QA Manual,6,1.0
Joel,Woods,debra05@gmail.com,Ecuador,2022-09-20,6.0,Senior,Data Engineer,8,1.0
Linda,Jimenez,michaelross@yahoo.com,Mexico,2021-05-04,16.0,Senior,Sales,7,1.0
Theodore,Swanson,ashepard@yahoo.com,France,2023-10-29,17.0,Trainee,Adobe Experience Manager,10,2.0
Jerry,Johnson,russellmartin@hotmail.com,Colombia,2023-09-02,19.0,Intern,Development - CMS Backend,10,5.0
Jonathan,Cooper,elittle@hotmail.com,Ecuador,2021-06-02,7.0,Mid-Level,Mulesoft,2,4.0
Amanda,Ruiz,alicia77@gmail.com,France,2024-11-15,10.0,Senior,Client Success,3,2.0
Chloe,Jackson,jameswayne@yahoo.com,India,2025-02-17,2.0,Junior,Social Media Community Management,7,6.0
Catherine,Rogers,tashapennington@gmail.com,India,2024-10-25,6.0,Mid-Level,Development - CMS Backend,4,3.0
Karen,Richardson,,Australia,2024-03-23,14.0,Mid-Level,QA Manual,4,1.0
Maxwell,Sutton,louis40@yahoo.com,Canada,2023-10-18,9.0,Lead,Adobe Experience Manager,7,9.0
Matthew,Lee,amy58@gmail.com,Canada,2024-11-03,11.0,,QA Manual,7,0.0
Veronica,Mcconnell,hicksterry@hotmail.com,Spain,2026-01-27,11.0,Manager,Java Backend,5,3.0
Mary,Jacobs,lwest@gmail.com,Mexico,2024-01-27,18.0,Lead,Python Developer,8,7.0
Lori,Salinas,rodriguezjennifer@yahoo.com,Mexico,2022-06-19,18.0,Trainee,React Frontend,3,1.0
Kimberly,Peters,hardyandrea@yahoo.com,Mexico,2024-01-11,14.0,Senior,React Frontend,9,10.0
Antonio,Jacobs,hannah37@yahoo.com,USA,2024-08-08,20.0,Lead,Python Developer,0,
Rebecca,Sanders,ddonaldson@hotmail.com,Argentina,2024-09-10,,Mid-Level,Java Backend,9,5.0
Krista,Powell,smithjoseph@yahoo.com,Mexico,2025-06-27,4.0,Mid-Level,Client Success,1,2.0
